Dataset,Size,Time type,Time Cost
Incident Event Log,50000,Data Feature Collection Time,0.1214605967203776
Incident Event Log,50000,Insert Time,0.1756236553192138
Incident Event Log,60000,Data Feature Collection Time,0.1232607364654541
Incident Event Log,60000,Insert Time,0.1967644691467285
Incident Event Log,70000,Data Feature Collection Time,0.1470273335774739
Incident Event Log,70000,Insert Time,0.2034268379211425
Incident Event Log,80000,Data Feature Collection Time,0.1672573089599609
Incident Event Log,80000,Insert Time,0.2186682224273681
Incident Event Log,90000,Data Feature Collection Time,0.1878102620442708
Incident Event Log,90000,Insert Time,0.2301714420318603
Incident Event Log,100000,Data Feature Collection Time,0.2079581419626871
Incident Event Log,100000,Insert Time,0.2528688907623291
CW-AIOps,10000,Data Feature Collection Time,0.4819548924763997
CW-AIOps,10000,Insert Time,0.1379010677337646
CW-AIOps,20000,Data Feature Collection Time,0.9739758968353271
CW-AIOps,20000,Insert Time,0.1565303802490234
CW-AIOps,30000,Data Feature Collection Time,1.4848871231079102
CW-AIOps,30000,Insert Time,0.1762416362762451
CW-AIOps,40000,Data Feature Collection Time,1.9795111020406089
CW-AIOps,40000,Insert Time,0.2015271186828613
CW-AIOps,50000,Data Feature Collection Time,2.4922943909962973
CW-AIOps,50000,Insert Time,0.2279293537139892
CW-AIOps,60000,Data Feature Collection Time,2.98569393157959
CW-AIOps,60000,Insert Time,0.2456834316253662
CW-AIOps,70000,Data Feature Collection Time,3.4926160176595054
CW-AIOps,70000,Insert Time,0.2772748470306396
CW-AIOps,80000,Data Feature Collection Time,3.964561462402344
CW-AIOps,80000,Insert Time,0.2993779182434082
CW-AIOps,90000,Data Feature Collection Time,4.472312370936076
CW-AIOps,90000,Insert Time,0.3368716239929199
CW-AIOps,100000,Data Feature Collection Time,4.983868042627971
CW-AIOps,100000,Insert Time,0.3757474422454834
Web Log,10000,Data Feature Collection Time,0.0283102512359619
Web Log,10000,Insert Time,0.0199587345123291
Web Log,20000,Data Feature Collection Time,0.0883267641067504
Web Log,20000,Insert Time,0.0443580150604248
Web Log,30000,Data Feature Collection Time,0.0826112508773803
Web Log,30000,Insert Time,0.0587291717529296
Web Log,40000,Data Feature Collection Time,0.1098676204681396
Web Log,40000,Insert Time,0.0778300762176513
Web Log,50000,Data Feature Collection Time,0.1362521886825561
Web Log,50000,Insert Time,0.0845201015472412
Web Log,60000,Data Feature Collection Time,0.1768112421035766
Web Log,60000,Insert Time,0.1002123355865478
Web Log,70000,Data Feature Collection Time,0.1899496793746948
Web Log,70000,Insert Time,0.1127443313598632
Web Log,80000,Data Feature Collection Time,0.2284596681594848
Web Log,80000,Insert Time,0.1279716491699218
Web Log,90000,Data Feature Collection Time,0.2666017770767211
Web Log,90000,Insert Time,0.1362285614013672
Web Log,100000,Data Feature Collection Time,0.27023606300354
Web Log,100000,Insert Time,0.1603684425354004
CW-AIOps,10000,Data Feature Collection Time,0.4653646151224772
CW-AIOps,10000,Insert Time,0.140540599822998
CW-AIOps,20000,Data Feature Collection Time,0.9574194749196372
CW-AIOps,20000,Insert Time,0.1655166149139404
CW-AIOps,30000,Data Feature Collection Time,1.3727069695790608
CW-AIOps,30000,Insert Time,0.1845731735229492
CW-AIOps,40000,Data Feature Collection Time,1.85724933942159
CW-AIOps,40000,Insert Time,0.226710557937622
CW-AIOps,50000,Data Feature Collection Time,2.325718641281128
CW-AIOps,50000,Insert Time,0.2249336242675781
CW-AIOps,60000,Data Feature Collection Time,2.787670850753784
CW-AIOps,60000,Insert Time,0.2516462802886963
CW-AIOps,70000,Data Feature Collection Time,3.263920704523722
CW-AIOps,70000,Insert Time,0.2723207473754883
CW-AIOps,80000,Data Feature Collection Time,3.726439396540324
CW-AIOps,80000,Insert Time,0.2982664108276367
CW-AIOps,90000,Data Feature Collection Time,4.191707134246826
CW-AIOps,90000,Insert Time,0.3217284679412842
CW-AIOps,100000,Data Feature Collection Time,4.67687710126241
CW-AIOps,100000,Insert Time,0.3921051025390625
Incident Event Log,10000,Data Feature Collection Time,0.0088560581207275
Incident Event Log,10000,Insert Time,0.1604409217834472
Incident Event Log,20000,Data Feature Collection Time,0.0268592039744059
Incident Event Log,20000,Insert Time,0.1448383331298828
Incident Event Log,30000,Data Feature Collection Time,0.0394513607025146
Incident Event Log,30000,Insert Time,0.1693158149719238
Incident Event Log,40000,Data Feature Collection Time,0.0517130692799886
Incident Event Log,40000,Insert Time,0.1807632446289062
Incident Event Log,50000,Data Feature Collection Time,0.0640052954355875
Incident Event Log,50000,Insert Time,0.1927261352539062
Incident Event Log,60000,Data Feature Collection Time,0.0763850212097168
Incident Event Log,60000,Insert Time,0.1925983428955078
Incident Event Log,70000,Data Feature Collection Time,0.080800453821818
Incident Event Log,70000,Insert Time,0.2110838890075683
Incident Event Log,80000,Data Feature Collection Time,0.0717058976491292
Incident Event Log,80000,Insert Time,0.199772834777832
Incident Event Log,90000,Data Feature Collection Time,0.080625295639038
Incident Event Log,90000,Insert Time,0.2209618091583252
Incident Event Log,100000,Data Feature Collection Time,0.0890781879425048
Incident Event Log,100000,Insert Time,0.2815985679626465
CW-AIOps,10000,Data Feature Collection Time,0.5439325968424479
CW-AIOps,10000,Insert Time,0.143359899520874
CW-AIOps,20000,Data Feature Collection Time,1.110176642735799
CW-AIOps,20000,Insert Time,0.1713881492614746
CW-AIOps,30000,Data Feature Collection Time,1.632259686787923
CW-AIOps,30000,Insert Time,0.1892056465148925
CW-AIOps,40000,Data Feature Collection Time,2.162908395131429
CW-AIOps,40000,Insert Time,0.2216124534606933
CW-AIOps,50000,Data Feature Collection Time,2.735241492589315
CW-AIOps,50000,Insert Time,0.23930025100708
CW-AIOps,60000,Data Feature Collection Time,3.276963551839193
CW-AIOps,60000,Insert Time,0.2557196617126465
CW-AIOps,70000,Data Feature Collection Time,3.837491273880005
CW-AIOps,70000,Insert Time,0.2810845375061035
CW-AIOps,80000,Data Feature Collection Time,4.389204025268555
CW-AIOps,80000,Insert Time,0.3229110240936279
CW-AIOps,90000,Data Feature Collection Time,4.940790971120198
CW-AIOps,90000,Insert Time,0.3773062229156494
CW-AIOps,100000,Data Feature Collection Time,5.504620472590129
CW-AIOps,100000,Insert Time,0.4194967746734619
CW-AIOps,10000,Data Feature Collection Time,0.4826565583546956
CW-AIOps,10000,Insert Time,0.1384682655334472
CW-AIOps,20000,Data Feature Collection Time,1.000480095545451
CW-AIOps,20000,Insert Time,0.1587536334991455
CW-AIOps,30000,Data Feature Collection Time,1.4525452454884846
CW-AIOps,30000,Insert Time,0.1807050704956054
CW-AIOps,40000,Data Feature Collection Time,1.9585161209106443
CW-AIOps,40000,Insert Time,0.2116332054138183
CW-AIOps,50000,Data Feature Collection Time,2.462702433268229
CW-AIOps,50000,Insert Time,0.2309260368347168
CW-AIOps,60000,Data Feature Collection Time,2.963310480117798
CW-AIOps,60000,Insert Time,0.2470655441284179
CW-AIOps,70000,Data Feature Collection Time,3.457376003265381
CW-AIOps,70000,Insert Time,0.2811284065246582
CW-AIOps,80000,Data Feature Collection Time,3.95912758509318
CW-AIOps,80000,Insert Time,0.2976915836334228
CW-AIOps,90000,Data Feature Collection Time,4.469479878743489
CW-AIOps,90000,Insert Time,0.3253486156463623
CW-AIOps,100000,Data Feature Collection Time,4.958218177159627
CW-AIOps,100000,Insert Time,0.4214401245117187
Incident Event Log,10000,Data Feature Collection Time,0.0235216617584228
Incident Event Log,10000,Insert Time,0.1271190643310547
Incident Event Log,20000,Data Feature Collection Time,0.0649754206339518
Incident Event Log,20000,Insert Time,0.1399383544921875
Incident Event Log,30000,Data Feature Collection Time,0.0730748971303304
Incident Event Log,30000,Insert Time,0.1499145030975341
Incident Event Log,40000,Data Feature Collection Time,0.0976426601409912
Incident Event Log,40000,Insert Time,0.1652705669403076
Incident Event Log,50000,Data Feature Collection Time,0.1200604438781738
Incident Event Log,50000,Insert Time,0.1764752864837646
Incident Event Log,60000,Data Feature Collection Time,0.1441054344177246
Incident Event Log,60000,Insert Time,0.1916160583496093
Incident Event Log,70000,Data Feature Collection Time,0.1680113474527994
Incident Event Log,70000,Insert Time,0.2017533779144287
Incident Event Log,80000,Data Feature Collection Time,0.1920886834462483
Incident Event Log,80000,Insert Time,0.2958986759185791
Incident Event Log,90000,Data Feature Collection Time,0.2143729527791341
Incident Event Log,90000,Insert Time,0.2224652767181396
Incident Event Log,100000,Data Feature Collection Time,0.2389132976531982
Incident Event Log,100000,Insert Time,0.254361629486084
Incident Event Log,10000,Data Feature Collection Time,0.0193771521250406
Incident Event Log,10000,Insert Time,0.1297709941864013
Incident Event Log,20000,Data Feature Collection Time,0.0561299324035644
Incident Event Log,20000,Insert Time,0.1499228477478027
Incident Event Log,30000,Data Feature Collection Time,0.0760571161905924
Incident Event Log,30000,Insert Time,0.1495285034179687
Incident Event Log,40000,Data Feature Collection Time,0.0819838841756184
Incident Event Log,40000,Insert Time,0.1695244312286377
Incident Event Log,50000,Data Feature Collection Time,0.1039675076802571
Incident Event Log,50000,Insert Time,0.196362018585205
Incident Event Log,60000,Data Feature Collection Time,0.1455630461374918
Incident Event Log,60000,Insert Time,0.1835625171661377
Incident Event Log,70000,Data Feature Collection Time,0.1463170846303304
Incident Event Log,70000,Insert Time,0.1989111900329589
Incident Event Log,80000,Data Feature Collection Time,0.1679808298746744
Incident Event Log,80000,Insert Time,0.2108180522918701
Incident Event Log,90000,Data Feature Collection Time,0.1889302730560302
Incident Event Log,90000,Insert Time,0.2250933647155761
Incident Event Log,100000,Data Feature Collection Time,0.2101126511891683
Incident Event Log,100000,Insert Time,0.2379767894744873
CW-AIOps,10000,Data Feature Collection Time,0.4842114448547363
CW-AIOps,10000,Insert Time,0.139070987701416
CW-AIOps,20000,Data Feature Collection Time,0.952401558558146
CW-AIOps,20000,Insert Time,0.1669697761535644
CW-AIOps,30000,Data Feature Collection Time,1.4240052700042725
CW-AIOps,30000,Insert Time,0.1864509582519531
CW-AIOps,40000,Data Feature Collection Time,1.8916951020558677
CW-AIOps,40000,Insert Time,0.2068393230438232
CW-AIOps,50000,Data Feature Collection Time,2.3529881636301675
CW-AIOps,50000,Insert Time,0.2244884967803955
CW-AIOps,60000,Data Feature Collection Time,2.830207347869873
CW-AIOps,60000,Insert Time,0.2527635097503662
CW-AIOps,70000,Data Feature Collection Time,3.297171115875244
CW-AIOps,70000,Insert Time,0.3085196018218994
CW-AIOps,80000,Data Feature Collection Time,3.7558534940083823
CW-AIOps,80000,Insert Time,0.3495631217956543
CW-AIOps,90000,Data Feature Collection Time,4.220461845397949
CW-AIOps,90000,Insert Time,0.3801474571228027
CW-AIOps,100000,Data Feature Collection Time,4.698903481165568
CW-AIOps,100000,Insert Time,0.3388381004333496
CW-AIOps,10000,Data Feature Collection Time,0.4831040700276692
CW-AIOps,10000,Insert Time,0.1455016136169433
CW-AIOps,20000,Data Feature Collection Time,0.9797095457712808
CW-AIOps,20000,Insert Time,0.1631181240081787
CW-AIOps,30000,Data Feature Collection Time,1.4568494160970051
CW-AIOps,30000,Insert Time,0.1858232021331787
CW-AIOps,40000,Data Feature Collection Time,1.9429903030395508
CW-AIOps,40000,Insert Time,0.2079391479492187
CW-AIOps,50000,Data Feature Collection Time,2.43147603670756
CW-AIOps,50000,Insert Time,0.2650001049041748
CW-AIOps,60000,Data Feature Collection Time,2.918302377065023
CW-AIOps,60000,Insert Time,0.2748510837554931
CW-AIOps,70000,Data Feature Collection Time,3.39530086517334
CW-AIOps,70000,Insert Time,0.2724976539611816
CW-AIOps,80000,Data Feature Collection Time,3.8732926845550537
CW-AIOps,80000,Insert Time,0.3017425537109375
CW-AIOps,90000,Data Feature Collection Time,4.353030602137248
CW-AIOps,90000,Insert Time,0.3194904327392578
CW-AIOps,100000,Data Feature Collection Time,4.830723524093628
CW-AIOps,100000,Insert Time,0.3495450019836426
Incident Event Log,10000,Data Feature Collection Time,0.0086301962534586
Incident Event Log,10000,Insert Time,0.1395661830902099
Incident Event Log,20000,Data Feature Collection Time,0.0257809956868489
Incident Event Log,20000,Insert Time,0.1468856334686279
Incident Event Log,30000,Data Feature Collection Time,0.0377628803253173
Incident Event Log,30000,Insert Time,0.1610834598541259
Incident Event Log,40000,Data Feature Collection Time,0.050193707148234
Incident Event Log,40000,Insert Time,0.180302619934082
Incident Event Log,50000,Data Feature Collection Time,0.0619662602742513
Incident Event Log,50000,Insert Time,0.2000982761383056
Incident Event Log,60000,Data Feature Collection Time,0.0708448886871337
Incident Event Log,60000,Insert Time,0.1910665035247802
Incident Event Log,70000,Data Feature Collection Time,0.0619829495747884
Incident Event Log,70000,Insert Time,0.1919090747833252
Incident Event Log,80000,Data Feature Collection Time,0.0711032549540201
Incident Event Log,80000,Insert Time,0.2107994556427002
Incident Event Log,90000,Data Feature Collection Time,0.0792659918467203
Incident Event Log,90000,Insert Time,0.2226698398590088
Incident Event Log,100000,Data Feature Collection Time,0.0872761408487955
Incident Event Log,100000,Insert Time,0.2350480556488037
Incident Event Log,10000,Data Feature Collection Time,0.0287048816680908
Incident Event Log,10000,Insert Time,0.1351220607757568
Incident Event Log,20000,Data Feature Collection Time,0.0850749810536702
Incident Event Log,20000,Insert Time,0.1510322093963623
Incident Event Log,30000,Data Feature Collection Time,0.1126782894134521
Incident Event Log,30000,Insert Time,0.149573802947998
Incident Event Log,40000,Data Feature Collection Time,0.1207293669382731
Incident Event Log,40000,Insert Time,0.166548490524292
Incident Event Log,50000,Data Feature Collection Time,0.1504096190134684
Incident Event Log,50000,Insert Time,0.1807146072387695
Incident Event Log,60000,Data Feature Collection Time,0.1801742712656656
Incident Event Log,60000,Insert Time,0.1971912384033203
Incident Event Log,70000,Data Feature Collection Time,0.2072257995605468
Incident Event Log,70000,Insert Time,0.2089302539825439
Incident Event Log,80000,Data Feature Collection Time,0.2393500804901123
Incident Event Log,80000,Insert Time,0.2274835109710693
Incident Event Log,90000,Data Feature Collection Time,0.2696297963460286
Incident Event Log,90000,Insert Time,0.2538762092590332
Incident Event Log,100000,Data Feature Collection Time,0.2991837660471598
Incident Event Log,100000,Insert Time,0.2942440509796142
CW-AIOps,10000,Data Feature Collection Time,0.4812101523081462
CW-AIOps,10000,Insert Time,0.1420245170593261
CW-AIOps,20000,Data Feature Collection Time,0.9922530651092528
CW-AIOps,20000,Insert Time,0.1610186100006103
CW-AIOps,30000,Data Feature Collection Time,1.4566150506337483
CW-AIOps,30000,Insert Time,0.1800384521484375
CW-AIOps,40000,Data Feature Collection Time,1.9378872712453208
CW-AIOps,40000,Insert Time,0.2056417465209961
CW-AIOps,50000,Data Feature Collection Time,2.4312886397043862
CW-AIOps,50000,Insert Time,0.2309651374816894
CW-AIOps,60000,Data Feature Collection Time,2.923423926035563
CW-AIOps,60000,Insert Time,0.2489902973175048
CW-AIOps,70000,Data Feature Collection Time,3.405780792236328
CW-AIOps,70000,Insert Time,0.274613618850708
CW-AIOps,80000,Data Feature Collection Time,3.879986047744751
CW-AIOps,80000,Insert Time,0.2946515083312988
CW-AIOps,90000,Data Feature Collection Time,4.3691346645355225
CW-AIOps,90000,Insert Time,0.3161695003509521
CW-AIOps,100000,Data Feature Collection Time,4.848240216573079
CW-AIOps,100000,Insert Time,0.3327381610870361
CW-AIOps,10000,Data Feature Collection Time,0.4462366104125976
CW-AIOps,10000,Insert Time,0.1403546333312988
CW-AIOps,20000,Data Feature Collection Time,0.9483890533447266
CW-AIOps,20000,Insert Time,0.1661324501037597
CW-AIOps,30000,Data Feature Collection Time,1.397105614344279
CW-AIOps,30000,Insert Time,0.1815378665924072
CW-AIOps,40000,Data Feature Collection Time,1.877399206161499
CW-AIOps,40000,Insert Time,0.2027382850646972
CW-AIOps,50000,Data Feature Collection Time,2.349065065383911
CW-AIOps,50000,Insert Time,0.2256999015808105
CW-AIOps,60000,Data Feature Collection Time,2.795007705688477
CW-AIOps,60000,Insert Time,0.250880479812622
CW-AIOps,70000,Data Feature Collection Time,3.295586585998535
CW-AIOps,70000,Insert Time,0.2741005420684814
CW-AIOps,80000,Data Feature Collection Time,3.778791348139445
CW-AIOps,80000,Insert Time,0.301032543182373
CW-AIOps,90000,Data Feature Collection Time,4.240293741226196
CW-AIOps,90000,Insert Time,0.3200230598449707
CW-AIOps,100000,Data Feature Collection Time,4.724759817123413
CW-AIOps,100000,Insert Time,0.3739006519317627
CW-AIOps,10000,Data Feature Collection Time,0.4923720359802246
CW-AIOps,10000,Insert Time,0.1352763175964355
CW-AIOps,20000,Data Feature Collection Time,1.0176105499267578
CW-AIOps,20000,Insert Time,0.1649723052978515
CW-AIOps,30000,Data Feature Collection Time,1.4866957664489746
CW-AIOps,30000,Insert Time,0.2160735130310058
CW-AIOps,40000,Data Feature Collection Time,1.960769891738892
CW-AIOps,40000,Insert Time,0.2048437595367431
CW-AIOps,50000,Data Feature Collection Time,2.4400696754455566
CW-AIOps,50000,Insert Time,0.232145071029663
CW-AIOps,60000,Data Feature Collection Time,2.93573792775472
CW-AIOps,60000,Insert Time,0.253187894821167
CW-AIOps,70000,Data Feature Collection Time,3.4378507932027182
CW-AIOps,70000,Insert Time,0.277034044265747
CW-AIOps,80000,Data Feature Collection Time,3.89888596534729
CW-AIOps,80000,Insert Time,0.2996652126312256
CW-AIOps,90000,Data Feature Collection Time,4.391599575678508
CW-AIOps,90000,Insert Time,0.3178253173828125
CW-AIOps,100000,Data Feature Collection Time,4.840306838353475
CW-AIOps,100000,Insert Time,0.3480422496795654
Incident Event Log,10000,Data Feature Collection Time,0.0227972666422526
Incident Event Log,10000,Insert Time,0.1345217227935791
Incident Event Log,20000,Data Feature Collection Time,0.0665663878122965
Incident Event Log,20000,Insert Time,0.1480276584625244
Incident Event Log,30000,Data Feature Collection Time,0.0913899739583333
Incident Event Log,30000,Insert Time,0.1507925987243652
Incident Event Log,40000,Data Feature Collection Time,0.0944508711496989
Incident Event Log,40000,Insert Time,0.1671457290649414
Incident Event Log,50000,Data Feature Collection Time,0.1390352249145507
Incident Event Log,50000,Insert Time,0.1750988960266113
Incident Event Log,60000,Data Feature Collection Time,0.1410520076751709
Incident Event Log,60000,Insert Time,0.1908977031707763
Incident Event Log,70000,Data Feature Collection Time,0.1635333697001139
Incident Event Log,70000,Insert Time,0.2017021179199218
Incident Event Log,80000,Data Feature Collection Time,0.1864223480224609
Incident Event Log,80000,Insert Time,0.2186498641967773
Incident Event Log,90000,Data Feature Collection Time,0.2115280628204345
Incident Event Log,90000,Insert Time,0.2169349193572998
Incident Event Log,100000,Data Feature Collection Time,0.2310504913330078
Incident Event Log,100000,Insert Time,0.2388548851013183
Incident Event Log,10000,Data Feature Collection Time,0.0126023292541503
Incident Event Log,10000,Insert Time,0.1510865688323974
Incident Event Log,20000,Data Feature Collection Time,0.028333028157552
Incident Event Log,20000,Insert Time,0.148482084274292
Incident Event Log,30000,Data Feature Collection Time,0.0573540528615315
Incident Event Log,30000,Insert Time,0.1657776832580566
Incident Event Log,40000,Data Feature Collection Time,0.0714213848114013
Incident Event Log,40000,Insert Time,0.16837739944458
Incident Event Log,50000,Data Feature Collection Time,0.0715254147847493
Incident Event Log,50000,Insert Time,0.172809362411499
Incident Event Log,60000,Data Feature Collection Time,0.08555801709493
Incident Event Log,60000,Insert Time,0.185577392578125
Incident Event Log,70000,Data Feature Collection Time,0.0992355346679687
Incident Event Log,70000,Insert Time,0.1957571506500244
Incident Event Log,80000,Data Feature Collection Time,0.1137379805246989
Incident Event Log,80000,Insert Time,0.2085883617401123
Incident Event Log,90000,Data Feature Collection Time,0.1274536450703939
Incident Event Log,90000,Insert Time,0.2288663387298584
Incident Event Log,100000,Data Feature Collection Time,0.1411310036977132
Incident Event Log,100000,Insert Time,0.2404122352600097
CW-AIOps,10000,Data Feature Collection Time,0.4822432200113932
CW-AIOps,10000,Insert Time,0.1401929855346679
CW-AIOps,20000,Data Feature Collection Time,0.9820923805236816
CW-AIOps,20000,Insert Time,0.1708183288574218
CW-AIOps,30000,Data Feature Collection Time,1.4459469318389893
CW-AIOps,30000,Insert Time,0.198270559310913
CW-AIOps,40000,Data Feature Collection Time,1.9208767414093015
CW-AIOps,40000,Insert Time,0.2053675651550293
CW-AIOps,50000,Data Feature Collection Time,2.393257220586141
CW-AIOps,50000,Insert Time,0.2312095165252685
CW-AIOps,60000,Data Feature Collection Time,2.870668888092041
CW-AIOps,60000,Insert Time,0.2502062320709228
CW-AIOps,70000,Data Feature Collection Time,3.341294606526693
CW-AIOps,70000,Insert Time,0.3004162311553955
CW-AIOps,80000,Data Feature Collection Time,3.804982662200928
CW-AIOps,80000,Insert Time,0.3013644218444824
CW-AIOps,90000,Data Feature Collection Time,4.281664768854777
CW-AIOps,90000,Insert Time,0.4034013748168945
CW-AIOps,100000,Data Feature Collection Time,4.78045924504598
CW-AIOps,100000,Insert Time,0.3864102363586426
CW-AIOps,10000,Data Feature Collection Time,0.473854382832845
CW-AIOps,10000,Insert Time,0.1420238018035888
CW-AIOps,20000,Data Feature Collection Time,0.957761526107788
CW-AIOps,20000,Insert Time,0.178185224533081
CW-AIOps,30000,Data Feature Collection Time,1.4309176603953044
CW-AIOps,30000,Insert Time,0.183666706085205
CW-AIOps,40000,Data Feature Collection Time,1.85388978322347
CW-AIOps,40000,Insert Time,0.210515022277832
CW-AIOps,50000,Data Feature Collection Time,2.320502281188965
CW-AIOps,50000,Insert Time,0.227928876876831
CW-AIOps,60000,Data Feature Collection Time,2.7933526833852134
CW-AIOps,60000,Insert Time,0.2502992153167724
CW-AIOps,70000,Data Feature Collection Time,3.2528435389200845
CW-AIOps,70000,Insert Time,0.277144193649292
CW-AIOps,80000,Data Feature Collection Time,3.72540553410848
CW-AIOps,80000,Insert Time,0.2899427413940429
CW-AIOps,90000,Data Feature Collection Time,4.195167620976766
CW-AIOps,90000,Insert Time,0.3121209144592285
CW-AIOps,100000,Data Feature Collection Time,4.660034418106079
CW-AIOps,100000,Insert Time,0.3506929874420166
CW-AIOps,10000,Data Feature Collection Time,0.5052501360575358
CW-AIOps,10000,Insert Time,0.141904592514038
CW-AIOps,20000,Data Feature Collection Time,1.044806957244873
CW-AIOps,20000,Insert Time,0.1615462303161621
CW-AIOps,30000,Data Feature Collection Time,1.514646291732788
CW-AIOps,30000,Insert Time,0.2002100944519043
CW-AIOps,40000,Data Feature Collection Time,2.0424321492513022
CW-AIOps,40000,Insert Time,0.2075061798095703
CW-AIOps,50000,Data Feature Collection Time,2.5215376218159995
CW-AIOps,50000,Insert Time,0.2372326850891113
CW-AIOps,60000,Data Feature Collection Time,3.013397216796875
CW-AIOps,60000,Insert Time,0.2566151618957519
CW-AIOps,70000,Data Feature Collection Time,3.5038535594940186
CW-AIOps,70000,Insert Time,0.2714240550994873
CW-AIOps,80000,Data Feature Collection Time,4.000973463058472
CW-AIOps,80000,Insert Time,0.304081916809082
CW-AIOps,90000,Data Feature Collection Time,4.504918893178304
CW-AIOps,90000,Insert Time,0.3504745960235595
CW-AIOps,100000,Data Feature Collection Time,4.985680262247722
CW-AIOps,100000,Insert Time,0.4467523097991943
CW-AIOps,10000,Data Feature Collection Time,0.465726375579834
CW-AIOps,10000,Insert Time,0.1392192840576172
CW-AIOps,20000,Data Feature Collection Time,0.9544576009114584
CW-AIOps,20000,Insert Time,0.1971104145050048
CW-AIOps,30000,Data Feature Collection Time,1.4237060546875
CW-AIOps,30000,Insert Time,0.1851222515106201
CW-AIOps,40000,Data Feature Collection Time,1.880629539489746
CW-AIOps,40000,Insert Time,0.2015657424926757
CW-AIOps,50000,Data Feature Collection Time,2.3373265266418457
CW-AIOps,50000,Insert Time,0.2290420532226562
CW-AIOps,60000,Data Feature Collection Time,2.7908429304758706
CW-AIOps,60000,Insert Time,0.2494072914123535
CW-AIOps,70000,Data Feature Collection Time,3.2394956747690835
CW-AIOps,70000,Insert Time,0.271003246307373
CW-AIOps,80000,Data Feature Collection Time,3.703332980473837
CW-AIOps,80000,Insert Time,0.2992498874664306
CW-AIOps,90000,Data Feature Collection Time,4.147473573684692
CW-AIOps,90000,Insert Time,0.3226809501647949
CW-AIOps,100000,Data Feature Collection Time,4.612061897913615
CW-AIOps,100000,Insert Time,0.3810794353485107
CW-AIOps,10000,Data Feature Collection Time,0.4559866587320964
CW-AIOps,10000,Insert Time,0.143035888671875
CW-AIOps,20000,Data Feature Collection Time,0.9380877017974854
CW-AIOps,20000,Insert Time,0.1623098850250244
CW-AIOps,30000,Data Feature Collection Time,1.3984139760335286
CW-AIOps,30000,Insert Time,0.184819221496582
CW-AIOps,40000,Data Feature Collection Time,1.8500512440999348
CW-AIOps,40000,Insert Time,0.2119567394256591
CW-AIOps,50000,Data Feature Collection Time,2.3073453108469644
CW-AIOps,50000,Insert Time,0.2257027626037597
CW-AIOps,60000,Data Feature Collection Time,2.766211668650309
CW-AIOps,60000,Insert Time,0.2493162155151367
CW-AIOps,70000,Data Feature Collection Time,3.2103164990743003
CW-AIOps,70000,Insert Time,0.2708644866943359
CW-AIOps,80000,Data Feature Collection Time,3.645770311355591
CW-AIOps,80000,Insert Time,0.2964701652526855
CW-AIOps,90000,Data Feature Collection Time,4.067284345626831
CW-AIOps,90000,Insert Time,0.3193855285644531
CW-AIOps,100000,Data Feature Collection Time,4.502970854441325
CW-AIOps,100000,Insert Time,0.3918774127960205
CW-AIOps,10000,Data Feature Collection Time,0.4478394190470378
CW-AIOps,10000,Insert Time,0.1415309906005859
CW-AIOps,20000,Data Feature Collection Time,0.923239549001058
CW-AIOps,20000,Insert Time,0.168797492980957
CW-AIOps,30000,Data Feature Collection Time,1.376996994018555
CW-AIOps,30000,Insert Time,0.1854112148284912
CW-AIOps,40000,Data Feature Collection Time,1.834234078725179
CW-AIOps,40000,Insert Time,0.2103207111358642
CW-AIOps,50000,Data Feature Collection Time,2.3180386225382485
CW-AIOps,50000,Insert Time,0.2270152568817138
CW-AIOps,60000,Data Feature Collection Time,2.7693326473236084
CW-AIOps,60000,Insert Time,0.2561473846435547
CW-AIOps,70000,Data Feature Collection Time,3.247406880060832
CW-AIOps,70000,Insert Time,0.301626443862915
CW-AIOps,80000,Data Feature Collection Time,3.699885845184326
CW-AIOps,80000,Insert Time,0.3037066459655761
CW-AIOps,90000,Data Feature Collection Time,4.156738599141439
CW-AIOps,90000,Insert Time,0.3311409950256347
CW-AIOps,100000,Data Feature Collection Time,4.626378615697225
CW-AIOps,100000,Insert Time,0.3893580436706543
CW-AIOps,10000,Data Feature Collection Time,0.4691203435262044
CW-AIOps,10000,Insert Time,0.1421897411346435
CW-AIOps,20000,Data Feature Collection Time,0.970534880956014
CW-AIOps,20000,Insert Time,0.1632156372070312
CW-AIOps,30000,Data Feature Collection Time,1.4155418078104656
CW-AIOps,30000,Insert Time,0.1788773536682129
CW-AIOps,40000,Data Feature Collection Time,1.904715617497762
CW-AIOps,40000,Insert Time,0.2063548564910888
CW-AIOps,50000,Data Feature Collection Time,2.396596352259318
CW-AIOps,50000,Insert Time,0.2378864288330078
CW-AIOps,60000,Data Feature Collection Time,2.887940327326457
CW-AIOps,60000,Insert Time,0.2546150684356689
CW-AIOps,70000,Data Feature Collection Time,3.3585475285847983
CW-AIOps,70000,Insert Time,0.2739369869232178
CW-AIOps,80000,Data Feature Collection Time,3.8289947509765625
CW-AIOps,80000,Insert Time,0.2927844524383545
CW-AIOps,90000,Data Feature Collection Time,4.321578741073608
CW-AIOps,90000,Insert Time,0.3357503414154053
CW-AIOps,100000,Data Feature Collection Time,4.814060131708781
CW-AIOps,100000,Insert Time,0.4132518768310547
Incident Event Log,10000,Data Feature Collection Time,0.0270972251892089
Incident Event Log,10000,Insert Time,0.1310310363769531
Incident Event Log,20000,Data Feature Collection Time,0.0786050160725911
Incident Event Log,20000,Insert Time,0.147352933883667
Incident Event Log,30000,Data Feature Collection Time,0.0963095823923746
