Dataset,Size,Time type,Time Cost
CW-AIOps,20000,Data Feature Collection Time,0.958578904469808
CW-AIOps,20000,Insert Time,0.1554391384124755
CW-AIOps,30000,Data Feature Collection Time,1.434635003407796
CW-AIOps,30000,Insert Time,0.1799349784851074
CW-AIOps,40000,Data Feature Collection Time,1.9169500668843584
CW-AIOps,40000,Insert Time,0.2059271335601806
CW-AIOps,50000,Data Feature Collection Time,2.409663359324137
CW-AIOps,50000,Insert Time,0.2287466526031494
CW-AIOps,60000,Data Feature Collection Time,2.907057285308838
CW-AIOps,60000,Insert Time,0.2484478950500488
CW-AIOps,70000,Data Feature Collection Time,3.3900717894236245
CW-AIOps,70000,Insert Time,0.2820158004760742
CW-AIOps,80000,Data Feature Collection Time,3.871075709660848
CW-AIOps,80000,Insert Time,0.2865650653839111
CW-AIOps,90000,Data Feature Collection Time,4.322617848714192
CW-AIOps,90000,Insert Time,0.3073446750640869
CW-AIOps,100000,Data Feature Collection Time,4.807212193806966
CW-AIOps,100000,Insert Time,0.3988385200500488
CW-AIOps,10000,Data Feature Collection Time,0.509947935740153
CW-AIOps,10000,Insert Time,0.1442794799804687
CW-AIOps,20000,Data Feature Collection Time,1.0420738061269124
CW-AIOps,20000,Insert Time,0.1631145477294922
CW-AIOps,30000,Data Feature Collection Time,1.560884157816569
CW-AIOps,30000,Insert Time,0.1851511001586914
CW-AIOps,40000,Data Feature Collection Time,2.079673687616984
CW-AIOps,40000,Insert Time,0.204503059387207
CW-AIOps,50000,Data Feature Collection Time,2.577697436014811
CW-AIOps,50000,Insert Time,0.2347450256347656
CW-AIOps,60000,Data Feature Collection Time,3.091585159301758
CW-AIOps,60000,Insert Time,0.2580084800720215
CW-AIOps,70000,Data Feature Collection Time,3.60216760635376
CW-AIOps,70000,Insert Time,0.2798397541046142
CW-AIOps,80000,Data Feature Collection Time,4.098625183105469
CW-AIOps,80000,Insert Time,0.296292781829834
CW-AIOps,90000,Data Feature Collection Time,4.613958279291789
CW-AIOps,90000,Insert Time,0.317049503326416
CW-AIOps,100000,Data Feature Collection Time,5.117316881815593
CW-AIOps,100000,Insert Time,0.3835828304290771
Incident Event Log,10000,Data Feature Collection Time,0.0226962566375732
Incident Event Log,10000,Insert Time,0.1293354034423828
Incident Event Log,20000,Data Feature Collection Time,0.0662841796875
Incident Event Log,20000,Insert Time,0.1467185020446777
Incident Event Log,30000,Data Feature Collection Time,0.0956409772237141
Incident Event Log,30000,Insert Time,0.1631591320037841
Incident Event Log,40000,Data Feature Collection Time,0.0998393694559733
Incident Event Log,40000,Insert Time,0.1680724620819091
Incident Event Log,50000,Data Feature Collection Time,0.1155236562093098
Incident Event Log,50000,Insert Time,0.1779201030731201
Incident Event Log,60000,Data Feature Collection Time,0.138266642888387
Incident Event Log,60000,Insert Time,0.229743480682373
Incident Event Log,70000,Data Feature Collection Time,0.1630880832672119
Incident Event Log,70000,Insert Time,0.200162649154663
Incident Event Log,80000,Data Feature Collection Time,0.183615763982137
Incident Event Log,80000,Insert Time,0.2108838558197021
Incident Event Log,90000,Data Feature Collection Time,0.205678383509318
Incident Event Log,90000,Insert Time,0.2249159812927246
Incident Event Log,100000,Data Feature Collection Time,0.2304480075836181
Incident Event Log,100000,Insert Time,0.2641479969024658
CW-AIOps,10000,Data Feature Collection Time,0.4846663475036621
CW-AIOps,10000,Insert Time,0.1336455345153808
CW-AIOps,20000,Data Feature Collection Time,0.9675386746724448
CW-AIOps,20000,Insert Time,0.16202974319458
CW-AIOps,30000,Data Feature Collection Time,1.4639203548431396
CW-AIOps,30000,Insert Time,0.1810617446899414
CW-AIOps,40000,Data Feature Collection Time,1.9266405900319417
CW-AIOps,40000,Insert Time,0.1970927715301513
CW-AIOps,50000,Data Feature Collection Time,2.3977505366007485
CW-AIOps,50000,Insert Time,0.2227463722229004
CW-AIOps,60000,Data Feature Collection Time,2.865306536356608
CW-AIOps,60000,Insert Time,0.2510461807250976
CW-AIOps,70000,Data Feature Collection Time,3.342436949412028
CW-AIOps,70000,Insert Time,0.2830650806427002
CW-AIOps,80000,Data Feature Collection Time,3.818371613820394
CW-AIOps,80000,Insert Time,0.2931356430053711
CW-AIOps,90000,Data Feature Collection Time,4.292361497879028
CW-AIOps,90000,Insert Time,0.3139157295227051
CW-AIOps,100000,Data Feature Collection Time,4.769208272298177
CW-AIOps,100000,Insert Time,0.4261820316314697
CW-AIOps,10000,Data Feature Collection Time,0.4894748528798421
CW-AIOps,10000,Insert Time,0.1361334323883056
CW-AIOps,20000,Data Feature Collection Time,0.954597234725952
CW-AIOps,20000,Insert Time,0.1741611957550048
CW-AIOps,30000,Data Feature Collection Time,1.4655863444010415
CW-AIOps,30000,Insert Time,0.2206079959869384
CW-AIOps,40000,Data Feature Collection Time,1.932613213857015
CW-AIOps,40000,Insert Time,0.2251276969909668
CW-AIOps,50000,Data Feature Collection Time,2.381303548812866
CW-AIOps,50000,Insert Time,0.2287092208862304
CW-AIOps,60000,Data Feature Collection Time,2.854726235071818
CW-AIOps,60000,Insert Time,0.2508542537689209
CW-AIOps,70000,Data Feature Collection Time,3.316187302271525
CW-AIOps,70000,Insert Time,0.2744975090026855
CW-AIOps,80000,Data Feature Collection Time,3.8053576946258554
CW-AIOps,80000,Insert Time,0.2963316440582275
CW-AIOps,90000,Data Feature Collection Time,4.270333846410115
CW-AIOps,90000,Insert Time,0.3155648708343506
CW-AIOps,100000,Data Feature Collection Time,4.730601946512858
CW-AIOps,100000,Insert Time,0.3381214141845703
CW-AIOps,10000,Data Feature Collection Time,0.4938167730967204
CW-AIOps,10000,Insert Time,0.141096830368042
CW-AIOps,20000,Data Feature Collection Time,1.0018643538157146
CW-AIOps,20000,Insert Time,0.1613433361053466
CW-AIOps,30000,Data Feature Collection Time,1.493696928024292
CW-AIOps,30000,Insert Time,0.1830530166625976
CW-AIOps,40000,Data Feature Collection Time,2.034723440806071
CW-AIOps,40000,Insert Time,0.206644058227539
CW-AIOps,50000,Data Feature Collection Time,2.5239134629567466
CW-AIOps,50000,Insert Time,0.223482608795166
CW-AIOps,60000,Data Feature Collection Time,3.015852610270182
CW-AIOps,60000,Insert Time,0.24821138381958
CW-AIOps,70000,Data Feature Collection Time,3.5160597960154214
CW-AIOps,70000,Insert Time,0.2721023559570312
CW-AIOps,80000,Data Feature Collection Time,4.013489723205566
CW-AIOps,80000,Insert Time,0.3004124164581299
CW-AIOps,90000,Data Feature Collection Time,4.504984378814697
CW-AIOps,90000,Insert Time,0.319904088973999
CW-AIOps,100000,Data Feature Collection Time,5.023725191752116
CW-AIOps,100000,Insert Time,0.3332586288452148
CW-AIOps,10000,Data Feature Collection Time,0.4765578905741374
CW-AIOps,10000,Insert Time,0.1439378261566162
CW-AIOps,20000,Data Feature Collection Time,0.9512983163197836
CW-AIOps,20000,Insert Time,0.1558661460876464
CW-AIOps,30000,Data Feature Collection Time,1.411643425623576
CW-AIOps,30000,Insert Time,0.1829659938812255
CW-AIOps,40000,Data Feature Collection Time,1.866642157236735
CW-AIOps,40000,Insert Time,0.1994335651397705
CW-AIOps,50000,Data Feature Collection Time,2.3380223910013838
CW-AIOps,50000,Insert Time,0.2297718524932861
CW-AIOps,60000,Data Feature Collection Time,2.8001415729522705
CW-AIOps,60000,Insert Time,0.2458081245422363
CW-AIOps,70000,Data Feature Collection Time,3.2550228436787925
CW-AIOps,70000,Insert Time,0.2718100547790527
CW-AIOps,80000,Data Feature Collection Time,3.7239583333333335
CW-AIOps,80000,Insert Time,0.2902572154998779
CW-AIOps,90000,Data Feature Collection Time,4.198600848515828
CW-AIOps,90000,Insert Time,0.3129329681396484
CW-AIOps,100000,Data Feature Collection Time,4.667489051818848
CW-AIOps,100000,Insert Time,0.3975951671600342
CW-AIOps,10000,Data Feature Collection Time,0.480374018351237
CW-AIOps,10000,Insert Time,0.1432545185089111
CW-AIOps,20000,Data Feature Collection Time,0.9901029268900552
CW-AIOps,20000,Insert Time,0.157646894454956
CW-AIOps,30000,Data Feature Collection Time,1.455516497294108
CW-AIOps,30000,Insert Time,0.1798069477081298
CW-AIOps,40000,Data Feature Collection Time,1.9326322078704836
CW-AIOps,40000,Insert Time,0.2000393867492675
CW-AIOps,50000,Data Feature Collection Time,2.406698067982992
CW-AIOps,50000,Insert Time,0.2335052490234375
CW-AIOps,60000,Data Feature Collection Time,2.890325387318929
CW-AIOps,60000,Insert Time,0.2732477188110351
CW-AIOps,70000,Data Feature Collection Time,3.3827014764149985
CW-AIOps,70000,Insert Time,0.2797503471374511
CW-AIOps,80000,Data Feature Collection Time,3.850285530090332
CW-AIOps,80000,Insert Time,0.3007605075836181
CW-AIOps,90000,Data Feature Collection Time,4.3392205238342285
CW-AIOps,90000,Insert Time,0.3087069988250732
CW-AIOps,100000,Data Feature Collection Time,4.824596484502156
CW-AIOps,100000,Insert Time,0.3272762298583984
Incident Event Log,10000,Data Feature Collection Time,0.0205592314402262
Incident Event Log,10000,Insert Time,0.1289474964141845
Incident Event Log,20000,Data Feature Collection Time,0.0598820845286051
Incident Event Log,20000,Insert Time,0.1512954235076904
Incident Event Log,30000,Data Feature Collection Time,0.0828686555226643
Incident Event Log,30000,Insert Time,0.1466381549835205
Incident Event Log,40000,Data Feature Collection Time,0.0845577716827392
Incident Event Log,40000,Insert Time,0.1670427322387695
Incident Event Log,50000,Data Feature Collection Time,0.1054504712422688
Incident Event Log,50000,Insert Time,0.1772084236145019
Incident Event Log,60000,Data Feature Collection Time,0.141858180363973
Incident Event Log,60000,Insert Time,0.1930296421051025
Incident Event Log,70000,Data Feature Collection Time,0.1467429796854654
Incident Event Log,70000,Insert Time,0.2011797428131103
Incident Event Log,80000,Data Feature Collection Time,0.1678712368011474
Incident Event Log,80000,Insert Time,0.213418960571289
Incident Event Log,90000,Data Feature Collection Time,0.1866528987884521
Incident Event Log,90000,Insert Time,0.224665880203247
Incident Event Log,100000,Data Feature Collection Time,0.2089920043945312
Incident Event Log,100000,Insert Time,0.2482092380523681
CW-AIOps,10000,Data Feature Collection Time,0.4651665687561035
CW-AIOps,10000,Insert Time,0.1695749759674072
CW-AIOps,20000,Data Feature Collection Time,0.9544538656870524
CW-AIOps,20000,Insert Time,0.1618952751159668
CW-AIOps,30000,Data Feature Collection Time,1.4100831349690754
CW-AIOps,30000,Insert Time,0.1836304664611816
CW-AIOps,40000,Data Feature Collection Time,1.896610975265503
CW-AIOps,40000,Insert Time,0.2073559761047363
CW-AIOps,50000,Data Feature Collection Time,2.39965550104777
CW-AIOps,50000,Insert Time,0.2331550121307373
CW-AIOps,60000,Data Feature Collection Time,2.8283828099568686
CW-AIOps,60000,Insert Time,0.250218391418457
CW-AIOps,70000,Data Feature Collection Time,3.2795632680257163
CW-AIOps,70000,Insert Time,0.2713897228240967
CW-AIOps,80000,Data Feature Collection Time,3.7346370220184326
CW-AIOps,80000,Insert Time,0.2989199161529541
CW-AIOps,90000,Data Feature Collection Time,4.193744421005249
CW-AIOps,90000,Insert Time,0.3237307071685791
CW-AIOps,100000,Data Feature Collection Time,4.631781260172526
CW-AIOps,100000,Insert Time,0.3666744232177734
CW-AIOps,10000,Data Feature Collection Time,0.5659587383270264
CW-AIOps,10000,Insert Time,0.1393752098083496
CW-AIOps,20000,Data Feature Collection Time,1.2197771072387695
CW-AIOps,20000,Insert Time,0.1668605804443359
CW-AIOps,30000,Data Feature Collection Time,1.8375158309936523
CW-AIOps,30000,Insert Time,0.186946153640747
CW-AIOps,40000,Data Feature Collection Time,2.454911788304647
CW-AIOps,40000,Insert Time,0.2153792381286621
CW-AIOps,50000,Data Feature Collection Time,3.0617846647898355
CW-AIOps,50000,Insert Time,0.2386064529418945
CW-AIOps,60000,Data Feature Collection Time,3.610143423080444
CW-AIOps,60000,Insert Time,0.2660965919494629
CW-AIOps,70000,Data Feature Collection Time,4.240056355794271
CW-AIOps,70000,Insert Time,0.2784314155578613
CW-AIOps,80000,Data Feature Collection Time,4.843455870946248
CW-AIOps,80000,Insert Time,0.337444543838501
CW-AIOps,90000,Data Feature Collection Time,5.451812982559204
CW-AIOps,90000,Insert Time,0.3867621421813965
CW-AIOps,100000,Data Feature Collection Time,6.051126877466838
CW-AIOps,100000,Insert Time,0.3999359607696533
Incident Event Log,10000,Data Feature Collection Time,0.0180870691935221
Incident Event Log,10000,Insert Time,0.1235232353210449
Incident Event Log,20000,Data Feature Collection Time,0.0519180297851562
Incident Event Log,20000,Insert Time,0.1471328735351562
Incident Event Log,30000,Data Feature Collection Time,0.0749067465464274
Incident Event Log,30000,Insert Time,0.1636877059936523
Incident Event Log,40000,Data Feature Collection Time,0.088835875193278
Incident Event Log,40000,Insert Time,0.1651914119720459
Incident Event Log,50000,Data Feature Collection Time,0.0839114189147949
Incident Event Log,50000,Insert Time,0.1847021579742431
Incident Event Log,60000,Data Feature Collection Time,0.1030835310618082
Incident Event Log,60000,Insert Time,0.1905713081359863
Incident Event Log,70000,Data Feature Collection Time,0.1200202306111653
Incident Event Log,70000,Insert Time,0.2298336029052734
Incident Event Log,80000,Data Feature Collection Time,0.137779951095581
Incident Event Log,80000,Insert Time,0.2197232246398925
Incident Event Log,90000,Data Feature Collection Time,0.1550459861755371
Incident Event Log,90000,Insert Time,0.2287802696228027
Incident Event Log,100000,Data Feature Collection Time,0.1728691260019938
Incident Event Log,100000,Insert Time,0.2724871635437011
CW-AIOps,10000,Data Feature Collection Time,0.4712146917978922
CW-AIOps,10000,Insert Time,0.1525125503540039
CW-AIOps,20000,Data Feature Collection Time,0.9729897181193032
CW-AIOps,20000,Insert Time,0.1654603481292724
CW-AIOps,30000,Data Feature Collection Time,1.4546929200490315
CW-AIOps,30000,Insert Time,0.1822888851165771
CW-AIOps,40000,Data Feature Collection Time,1.9296214580535889
CW-AIOps,40000,Insert Time,0.2076940536499023
CW-AIOps,50000,Data Feature Collection Time,2.4020323753356934
CW-AIOps,50000,Insert Time,0.231673002243042
CW-AIOps,60000,Data Feature Collection Time,2.891061226526896
CW-AIOps,60000,Insert Time,0.2475097179412841
CW-AIOps,70000,Data Feature Collection Time,3.3831817309061685
CW-AIOps,70000,Insert Time,0.2737066745758056
CW-AIOps,80000,Data Feature Collection Time,3.847309192021688
CW-AIOps,80000,Insert Time,0.3486456871032715
CW-AIOps,90000,Data Feature Collection Time,4.320624033610026
CW-AIOps,90000,Insert Time,0.3477165699005127
CW-AIOps,100000,Data Feature Collection Time,4.770901441574097
CW-AIOps,100000,Insert Time,0.4063596725463867
CW-AIOps,10000,Data Feature Collection Time,0.4654347896575928
CW-AIOps,10000,Insert Time,0.1443860530853271
CW-AIOps,20000,Data Feature Collection Time,0.9637755552927652
CW-AIOps,20000,Insert Time,0.1665422916412353
CW-AIOps,30000,Data Feature Collection Time,1.456458250681559
CW-AIOps,30000,Insert Time,0.1824326515197754
CW-AIOps,40000,Data Feature Collection Time,1.896898587544759
CW-AIOps,40000,Insert Time,0.2075886726379394
CW-AIOps,50000,Data Feature Collection Time,2.3925256729125977
CW-AIOps,50000,Insert Time,0.2321598529815673
CW-AIOps,60000,Data Feature Collection Time,2.875065565109253
CW-AIOps,60000,Insert Time,0.2552146911621094
CW-AIOps,70000,Data Feature Collection Time,3.364905595779419
CW-AIOps,70000,Insert Time,0.2759051322937011
CW-AIOps,80000,Data Feature Collection Time,3.8645718097686768
CW-AIOps,80000,Insert Time,0.2869291305541992
CW-AIOps,90000,Data Feature Collection Time,4.343398412068685
CW-AIOps,90000,Insert Time,0.3201107978820801
CW-AIOps,100000,Data Feature Collection Time,4.852704445521037
CW-AIOps,100000,Insert Time,0.3638169765472412
CW-AIOps,10000,Data Feature Collection Time,0.4577203591664632
CW-AIOps,10000,Insert Time,0.1384966373443603
CW-AIOps,20000,Data Feature Collection Time,0.9690383275349936
CW-AIOps,20000,Insert Time,0.1670010089874267
CW-AIOps,30000,Data Feature Collection Time,1.4149062633514404
CW-AIOps,30000,Insert Time,0.1821722984313964
CW-AIOps,40000,Data Feature Collection Time,1.8979718685150144
CW-AIOps,40000,Insert Time,0.2069003582000732
CW-AIOps,50000,Data Feature Collection Time,2.3606278896331787
CW-AIOps,50000,Insert Time,0.2553184032440185
CW-AIOps,60000,Data Feature Collection Time,2.849130471547445
CW-AIOps,60000,Insert Time,0.2454366683959961
CW-AIOps,70000,Data Feature Collection Time,3.314821640650431
CW-AIOps,70000,Insert Time,0.2763378620147705
CW-AIOps,80000,Data Feature Collection Time,3.778502543767293
CW-AIOps,80000,Insert Time,0.2941224575042724
CW-AIOps,90000,Data Feature Collection Time,4.235666116078694
CW-AIOps,90000,Insert Time,0.306253433227539
CW-AIOps,100000,Data Feature Collection Time,4.703940471013387
CW-AIOps,100000,Insert Time,0.3407211303710937
CW-AIOps,10000,Data Feature Collection Time,0.5228691101074219
CW-AIOps,10000,Insert Time,0.1321768760681152
CW-AIOps,20000,Data Feature Collection Time,1.0257344245910645
CW-AIOps,20000,Insert Time,0.1696753501892089
CW-AIOps,30000,Data Feature Collection Time,1.5747066338857014
CW-AIOps,30000,Insert Time,0.1880426406860351
CW-AIOps,40000,Data Feature Collection Time,2.069066127141317
CW-AIOps,40000,Insert Time,0.2065415382385254
CW-AIOps,50000,Data Feature Collection Time,2.61408797899882
CW-AIOps,50000,Insert Time,0.2349648475646972
CW-AIOps,60000,Data Feature Collection Time,3.1457878748575845
CW-AIOps,60000,Insert Time,0.288233995437622
CW-AIOps,70000,Data Feature Collection Time,3.687299569447835
CW-AIOps,70000,Insert Time,0.2799768447875976
CW-AIOps,80000,Data Feature Collection Time,4.193197886149089
CW-AIOps,80000,Insert Time,0.3047792911529541
CW-AIOps,90000,Data Feature Collection Time,4.684690554936727
CW-AIOps,90000,Insert Time,0.3225910663604736
CW-AIOps,100000,Data Feature Collection Time,5.21048657099406
CW-AIOps,100000,Insert Time,0.372305154800415
CW-AIOps,10000,Data Feature Collection Time,0.4707496960957845
CW-AIOps,10000,Insert Time,0.1429972648620605
CW-AIOps,20000,Data Feature Collection Time,0.936949094136556
CW-AIOps,20000,Insert Time,0.1552538871765136
CW-AIOps,30000,Data Feature Collection Time,1.4292391935984294
CW-AIOps,30000,Insert Time,0.1832544803619384
CW-AIOps,40000,Data Feature Collection Time,1.896249771118164
CW-AIOps,40000,Insert Time,0.2082827091217041
CW-AIOps,50000,Data Feature Collection Time,2.383312702178955
CW-AIOps,50000,Insert Time,0.2559237480163574
CW-AIOps,60000,Data Feature Collection Time,2.8458474477132163
CW-AIOps,60000,Insert Time,0.250028133392334
CW-AIOps,70000,Data Feature Collection Time,3.3307098547617597
CW-AIOps,70000,Insert Time,0.2661888599395752
CW-AIOps,80000,Data Feature Collection Time,3.817463239034017
CW-AIOps,80000,Insert Time,0.2870602607727051
CW-AIOps,90000,Data Feature Collection Time,4.282508532206218
CW-AIOps,90000,Insert Time,0.3085370063781738
CW-AIOps,100000,Data Feature Collection Time,4.7694753011067705
CW-AIOps,100000,Insert Time,0.3892111778259277
CW-AIOps,10000,Data Feature Collection Time,0.5381890137990316
CW-AIOps,10000,Insert Time,0.1370043754577636
CW-AIOps,20000,Data Feature Collection Time,1.0994789600372314
CW-AIOps,20000,Insert Time,0.1597967147827148
CW-AIOps,30000,Data Feature Collection Time,1.6681931813557942
CW-AIOps,30000,Insert Time,0.1879889965057373
CW-AIOps,40000,Data Feature Collection Time,2.252981503804525
CW-AIOps,40000,Insert Time,0.2096631526947021
CW-AIOps,50000,Data Feature Collection Time,2.7928755283355717
CW-AIOps,50000,Insert Time,0.2338564395904541
CW-AIOps,60000,Data Feature Collection Time,3.3792871634165444
CW-AIOps,60000,Insert Time,0.2533302307128906
CW-AIOps,70000,Data Feature Collection Time,3.875275214513143
CW-AIOps,70000,Insert Time,0.2757728099822998
CW-AIOps,80000,Data Feature Collection Time,4.410395542780559
CW-AIOps,80000,Insert Time,0.3063180446624756
CW-AIOps,90000,Data Feature Collection Time,4.962692419687907
CW-AIOps,90000,Insert Time,0.347456693649292
CW-AIOps,100000,Data Feature Collection Time,5.518323580423991
CW-AIOps,100000,Insert Time,0.412386417388916
CW-AIOps,10000,Data Feature Collection Time,0.4760287602742513
CW-AIOps,10000,Insert Time,0.1454634666442871
CW-AIOps,20000,Data Feature Collection Time,0.9675654570261636
CW-AIOps,20000,Insert Time,0.1685659885406494
CW-AIOps,30000,Data Feature Collection Time,1.468946536382039
CW-AIOps,30000,Insert Time,0.1825690269470214
CW-AIOps,40000,Data Feature Collection Time,1.9292219479878745
CW-AIOps,40000,Insert Time,0.2075812816619873
CW-AIOps,50000,Data Feature Collection Time,2.3887840112050376
CW-AIOps,50000,Insert Time,0.2512338161468506
CW-AIOps,60000,Data Feature Collection Time,2.8674981594085693
CW-AIOps,60000,Insert Time,0.2503643035888672
CW-AIOps,70000,Data Feature Collection Time,3.357590834299723
CW-AIOps,70000,Insert Time,0.2663559913635254
CW-AIOps,80000,Data Feature Collection Time,3.833419481913249
CW-AIOps,80000,Insert Time,0.3034532070159912
CW-AIOps,90000,Data Feature Collection Time,4.311548153559367
CW-AIOps,90000,Insert Time,0.3129470348358154
CW-AIOps,100000,Data Feature Collection Time,4.790893475214641
CW-AIOps,100000,Insert Time,0.4054234027862549
Incident Event Log,10000,Data Feature Collection Time,0.023206075032552
Incident Event Log,10000,Insert Time,0.1362898349761963
Incident Event Log,20000,Data Feature Collection Time,0.0679255326588948
Incident Event Log,20000,Insert Time,0.1789608001708984
Incident Event Log,30000,Data Feature Collection Time,0.0906360149383544
Incident Event Log,30000,Insert Time,0.1512460708618164
Incident Event Log,40000,Data Feature Collection Time,0.1190028985341389
Incident Event Log,40000,Insert Time,0.170417308807373
Incident Event Log,50000,Data Feature Collection Time,0.14561661084493
Incident Event Log,50000,Insert Time,0.172936201095581
Incident Event Log,60000,Data Feature Collection Time,0.1415199438730875
Incident Event Log,60000,Insert Time,0.1871352195739746
Incident Event Log,70000,Data Feature Collection Time,0.1649507681528727
Incident Event Log,70000,Insert Time,0.2052500247955322
Incident Event Log,80000,Data Feature Collection Time,0.1890966097513834
Incident Event Log,80000,Insert Time,0.2130277156829834
Incident Event Log,90000,Data Feature Collection Time,0.2121338049570719
Incident Event Log,90000,Insert Time,0.2607665061950683
Incident Event Log,100000,Data Feature Collection Time,0.2444589138031005
Incident Event Log,100000,Insert Time,0.2743637561798095
CW-AIOps,10000,Data Feature Collection Time,0.4723780949910481
CW-AIOps,10000,Insert Time,0.1381058692932129
CW-AIOps,20000,Data Feature Collection Time,0.9734860261281332
CW-AIOps,20000,Insert Time,0.1573786735534668
CW-AIOps,30000,Data Feature Collection Time,1.453826109568278
CW-AIOps,30000,Insert Time,0.1797499656677246
CW-AIOps,40000,Data Feature Collection Time,1.9074358940124512
CW-AIOps,40000,Insert Time,0.2292757034301757
CW-AIOps,50000,Data Feature Collection Time,2.403197765350342
CW-AIOps,50000,Insert Time,0.2303893566131591
CW-AIOps,60000,Data Feature Collection Time,2.864341417948405
CW-AIOps,60000,Insert Time,0.258864164352417
CW-AIOps,70000,Data Feature Collection Time,3.35028354326884
CW-AIOps,70000,Insert Time,0.3094141483306885
CW-AIOps,80000,Data Feature Collection Time,3.832722107569377
CW-AIOps,80000,Insert Time,0.3455479145050049
CW-AIOps,90000,Data Feature Collection Time,4.325858990351359
CW-AIOps,90000,Insert Time,0.3410649299621582
CW-AIOps,100000,Data Feature Collection Time,4.809058825174968
CW-AIOps,100000,Insert Time,0.4052176475524902
CW-AIOps,10000,Data Feature Collection Time,0.4586656093597412
CW-AIOps,10000,Insert Time,0.1326336860656738
CW-AIOps,20000,Data Feature Collection Time,0.9297246932983398
CW-AIOps,20000,Insert Time,0.1546385288238525
CW-AIOps,30000,Data Feature Collection Time,1.404201904932658
CW-AIOps,30000,Insert Time,0.1732547283172607
CW-AIOps,40000,Data Feature Collection Time,1.894779920578003
CW-AIOps,40000,Insert Time,0.2048795223236084
CW-AIOps,50000,Data Feature Collection Time,2.374117612838745
CW-AIOps,50000,Insert Time,0.2323265075683593
CW-AIOps,60000,Data Feature Collection Time,2.838106234868368
CW-AIOps,60000,Insert Time,0.2524528503417969
CW-AIOps,70000,Data Feature Collection Time,3.277415116628011
CW-AIOps,70000,Insert Time,0.2729089260101318
CW-AIOps,80000,Data Feature Collection Time,3.738682826360067
CW-AIOps,80000,Insert Time,0.2962989807128906
CW-AIOps,90000,Data Feature Collection Time,4.231079339981079
CW-AIOps,90000,Insert Time,0.3177762031555176
CW-AIOps,100000,Data Feature Collection Time,4.724381446838379
CW-AIOps,100000,Insert Time,0.3716363906860351
Web Log,10000,Data Feature Collection Time,0.0335411310195922
Web Log,10000,Insert Time,0.0250442028045654
Web Log,20000,Data Feature Collection Time,0.116950249671936
Web Log,20000,Insert Time,0.0413060188293457
Web Log,30000,Data Feature Collection Time,0.0999128818511962
Web Log,30000,Insert Time,0.0683734416961669
Web Log,40000,Data Feature Collection Time,0.1311663627624511
Web Log,40000,Insert Time,0.0804498195648193
Web Log,50000,Data Feature Collection Time,0.1644236326217651
Web Log,50000,Insert Time,0.0929572582244873
Web Log,60000,Data Feature Collection Time,0.1960502862930297
Web Log,60000,Insert Time,0.1026670932769775
Web Log,70000,Data Feature Collection Time,0.2333466053009033
Web Log,70000,Insert Time,0.1096334457397461
Web Log,80000,Data Feature Collection Time,0.2624724626541138
Web Log,80000,Insert Time,0.131481647491455
Web Log,90000,Data Feature Collection Time,0.3126101732254028
Web Log,90000,Insert Time,0.1498193740844726
Web Log,100000,Data Feature Collection Time,0.3262489318847656
Web Log,100000,Insert Time,0.1762056350708007
Incident Event Log,10000,Data Feature Collection Time,0.0180994669596354
Incident Event Log,10000,Insert Time,0.1359815597534179
Incident Event Log,20000,Data Feature Collection Time,0.052950382232666
Incident Event Log,20000,Insert Time,0.1448521614074707
Incident Event Log,30000,Data Feature Collection Time,0.0779689153035481
Incident Event Log,30000,Insert Time,0.166703462600708
Incident Event Log,40000,Data Feature Collection Time,0.0968452294667561
Incident Event Log,40000,Insert Time,0.1697421073913574
Incident Event Log,50000,Data Feature Collection Time,0.0919593175252278
Incident Event Log,50000,Insert Time,0.1832847595214843
Incident Event Log,60000,Data Feature Collection Time,0.109123150507609
Incident Event Log,60000,Insert Time,0.1876707077026367
Incident Event Log,70000,Data Feature Collection Time,0.1266329288482666
Incident Event Log,70000,Insert Time,0.2028398513793945
Incident Event Log,80000,Data Feature Collection Time,0.1435770193735758
Incident Event Log,80000,Insert Time,0.2141261100769043
Incident Event Log,90000,Data Feature Collection Time,0.160078207651774
Incident Event Log,90000,Insert Time,0.2244658470153808
Incident Event Log,100000,Data Feature Collection Time,0.1769132614135742
Incident Event Log,100000,Insert Time,0.280829906463623
CW-AIOps,10000,Data Feature Collection Time,0.4709502855936686
CW-AIOps,10000,Insert Time,0.137653112411499
CW-AIOps,20000,Data Feature Collection Time,0.967988888422648
CW-AIOps,20000,Insert Time,0.1566863059997558
CW-AIOps,30000,Data Feature Collection Time,1.4171064694722493
CW-AIOps,30000,Insert Time,0.1818087100982666
CW-AIOps,40000,Data Feature Collection Time,1.89606515566508
CW-AIOps,40000,Insert Time,0.203099250793457
CW-AIOps,50000,Data Feature Collection Time,2.392974456151326
CW-AIOps,50000,Insert Time,0.2254021167755127
CW-AIOps,60000,Data Feature Collection Time,2.8602797985076904
CW-AIOps,60000,Insert Time,0.2443380355834961
CW-AIOps,70000,Data Feature Collection Time,3.3411468664805093
CW-AIOps,70000,Insert Time,0.2714197635650635
CW-AIOps,80000,Data Feature Collection Time,3.822080771128336
CW-AIOps,80000,Insert Time,0.2897562980651855
CW-AIOps,90000,Data Feature Collection Time,4.2835373878479
CW-AIOps,90000,Insert Time,0.3192448616027832
CW-AIOps,100000,Data Feature Collection Time,4.748294830322266
CW-AIOps,100000,Insert Time,0.3773343563079834
